date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:09:41	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:40%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-LightItalic.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-LightItalic.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:41	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:41%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-medium-webfont.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-medium-webfont.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:41	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:41%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-medium-webfont.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-medium-webfontd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:41	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:41%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-medium-webfont.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-medium-webfont.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:41	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:41%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-MediumItalic.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-MediumItalic.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:42	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:42%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-MediumItalic.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-MediumItalicd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:42	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:42%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-MediumItalic.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-MediumItalic.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:42	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:42%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-regular-webfont.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-regular-webfont.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:42	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:42%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-regular-webfont.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-regular-webfontd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:42	25024/25024	---M--	200	added ('OK')	application/font-woff	etag:%2261c0-5cf81726c8a40%22	https://www.cargas-personales.shop/css/op/fonts/roboto-regular-webfont.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-regular-webfont.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:43	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:43%20GMT	https://www.cargas-personales.shop/css/op/fonts/Pulso-Light.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Pulso-Light.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:43	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:43%20GMT	https://www.cargas-personales.shop/css/op/fonts/Pulso-Light.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Pulso-Lightd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:43	24300/24300	---M--	200	added ('OK')	application/font-woff	etag:%225eec-5cf816ce17900%22	https://www.cargas-personales.shop/css/op/fonts/Pulso-Light.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Pulso-Light.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:43	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:43%20GMT	https://www.cargas-personales.shop/css/op/fonts/Pulso-Regular.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Pulso-Regular.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:44	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:44%20GMT	https://www.cargas-personales.shop/css/op/fonts/Pulso-Regular.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Pulso-Regulard41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:44	25056/25056	---M--	200	added ('OK')	application/font-woff	etag:%2261e0-5cf8170750000%22	https://www.cargas-personales.shop/css/op/fonts/Pulso-Regular.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Pulso-Regular.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:44	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:44%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-thin-webfont.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-thin-webfont.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:44	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:44%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-thin-webfont.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-thin-webfontd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:45	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:45%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-thin-webfont.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-thin-webfont.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:45	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:45%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-ThinItalic.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-ThinItalic.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:45	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:45%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-ThinItalic.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-ThinItalicd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:45	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:45%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-ThinItalic.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-ThinItalic.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:46	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:45%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-Black.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-Black.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:46	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:46%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-Black.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-Black.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:46	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:46%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-Bold.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-Bold.6a.delayed	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:46	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:46%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-Bold.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-Bold.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:47	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:47%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-Regular.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-Regular.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:47	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:47%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-Regular.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-Regular.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:48	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:47%20GMT	https://www.cargas-personales.shop/fonts/Lato-Light.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/fonts/Lato-Light.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:48	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:48%20GMT	https://www.cargas-personales.shop/css/op/fonts/Lato-LightItalic.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Lato-LightItalic.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:48	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:48%20GMT	https://www.cargas-personales.shop/images/icons/icon-arrow-left-black.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-arrow-left-black.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:48	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:48%20GMT	https://www.cargas-personales.shop/images/icons/icon-check-tienda-mini.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-check-tienda-mini.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:49	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:49%20GMT	https://www.cargas-personales.shop/css/media/jumbotron-mobile.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/media/jumbotron-mobile.svg	(from https://www.cargas-personales.shop/css/op/index.css)
18:09:49	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:49%20GMT	https://www.cargas-personales.shop/css/media/jumbotron.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/media/jumbotron.svg	(from https://www.cargas-personales.shop/css/op/index.css)
